timestamp,altitude,cadence,distance,speed,power,temperature
2023-09-12T10:46:49,1456.6,76,20404.72,46.793,69,26
2023-09-12T10:46:50,1456.6,76,20417.7,46.793,62,26
2023-09-12T10:46:51,1456.6,76,20430.76,46.994,59,26
2023-09-12T10:46:52,1456.4,77,20443.91,47.297,62,26
2023-09-12T10:46:53,1456.4,77,20457.07,47.43,68,26
2023-09-12T10:46:54,1456.4,77,20470.3,47.632,59,26
2023-09-12T10:46:55,1456.4,78,20483.59,47.833,69,26
2023-09-12T10:46:56,1456.4,78,20496.93,48.035,73,26
2023-09-12T10:46:57,1456.2,78,20510.35,48.269,67,26
2023-09-12T10:46:58,1456.2,79,20523.82,48.539,59,26
2023-09-12T10:46:59,1456.2,79,20537.35,48.708,66,26
2023-09-12T10:47:00,1456.2,79,20550.94,48.942,61,26
2023-09-12T10:47:01,1456.2,80,20564.62,49.176,57,26
2023-09-12T10:47:02,1456.2,80,20578.31,49.345,53,26
2023-09-12T10:47:03,1456,80,20592.04,49.41,55,26
2023-09-12T10:47:04,1456,81,20605.83,49.648,53,26
2023-09-12T10:47:05,1456,81,20619.62,49.648,56,26
2023-09-12T10:47:06,1455.8,81,20633.44,49.748,57,26
2023-09-12T10:47:07,1455.8,81,20647.19,49.511,62,26
2023-09-12T10:47:08,1455.6,80,20661.07,49.914,56,26
2023-09-12T10:47:09,1455.6,69,20675,50.216,64,26
2023-09-12T10:47:10,1455.4,63,20689,50.353,69,26
2023-09-12T10:47:11,1455.2,64,20702.95,50.216,67,26
2023-09-12T10:47:12,1455.2,64,20717,50.555,64,26
2023-09-12T10:47:13,1455.2,64,20731.08,50.756,73,26
2023-09-12T10:47:14,1455.2,64,20745.24,50.922,74,26
2023-09-12T10:47:15,1455,65,20759.46,51.224,77,26
2023-09-12T10:47:16,1455,65,20773.69,51.224,64,26
2023-09-12T10:47:17,1455,65,20787.91,51.224,54,26
2023-09-12T10:47:18,1455,65,20802.21,51.462,58,26
2023-09-12T10:47:19,1454.8,65,20816.43,51.192,57,26
2023-09-12T10:47:20,1454.8,73,20830.66,51.192,48,26
2023-09-12T10:47:21,1454.8,72,20844.87,51.192,51,26
2023-09-12T10:47:22,1454.6,73,20859.09,51.192,70,26
2023-09-12T10:47:23,1454.6,73,20873.31,51.192,68,26
2023-09-12T10:47:24,1454.6,73,20887.52,51.16,68,26
2023-09-12T10:47:25,1454.4,73,20901.78,51.325,65,26
2023-09-12T10:47:26,1454.4,73,20916.05,51.325,66,26
2023-09-12T10:47:27,1454.4,73,20930.33,51.426,68,26
2023-09-12T10:47:28,1454.4,73,20944.62,51.494,64,26
2023-09-12T10:47:29,1454.4,73,20958.91,51.426,68,26
2023-09-12T10:47:30,1454.4,73,20973.25,51.628,66,26
2023-09-12T10:47:31,1454.4,73,20987.61,51.696,69,26
2023-09-12T10:47:32,1454.4,73,21001.97,51.696,58,26
2023-09-12T10:47:33,1454.4,73,21016.31,51.628,61,26
2023-09-12T10:47:34,1454.4,73,21030.69,51.764,61,26
2023-09-12T10:47:35,1454.4,73,21045.05,51.696,61,26
2023-09-12T10:47:36,1454.4,74,21059.56,52.232,69,26
2023-09-12T10:47:37,1454.4,74,21074.06,52.132,61,26
2023-09-12T10:47:38,1454.2,69,21088.64,52.502,61,26
2023-09-12T10:47:39,1454.2,66,21103.27,52.672,78,26
2023-09-12T10:47:40,1454,66,21117.95,52.837,70,26
2023-09-12T10:47:41,1453.8,67,21132.68,53.107,80,26
2023-09-12T10:47:42,1453.8,67,21147.5,53.273,85,26
2023-09-12T10:47:43,1453.8,67,21162.38,53.644,88,26
2023-09-12T10:47:44,1453.8,68,21177.38,53.978,101,26
2023-09-12T10:47:45,1453.6,68,21192.43,54.18,96,26
2023-09-12T10:47:46,1453.6,68,21207.49,54.18,93,26
2023-09-12T10:47:47,1453.4,68,21222.61,54.482,88,26
2023-09-12T10:47:48,1453.4,64,21237.74,54.382,91,26
2023-09-12T10:47:49,1453.4,60,21252.93,54.752,79,26
2023-09-12T10:47:50,1453.2,60,21268.21,54.954,91,26
2023-09-12T10:47:51,1453.2,61,21283.58,55.325,101,26
2023-09-12T10:47:52,1453,61,21299.03,55.692,98,26
2023-09-12T10:47:53,1453,61,21314.43,55.426,102,26
2023-09-12T10:47:54,1453,61,21329.98,55.994,112,26
2023-09-12T10:47:55,1453,62,21345.56,56.095,123,26
2023-09-12T10:47:56,1452.8,62,21361.29,56.567,134,26
2023-09-12T10:47:57,1452.8,62,21377.05,56.736,138,26
2023-09-12T10:47:58,1452.6,63,21392.88,57.038,139,26
2023-09-12T10:47:59,1452.6,63,21408.75,57.139,149,26
2023-09-12T10:48:00,1452.4,64,21424.79,57.74,155,26
2023-09-12T10:48:01,1452.4,64,21440.93,58.043,137,26
2023-09-12T10:48:02,1452.2,64,21457.16,58.482,146,26
2023-09-12T10:48:03,1452.2,65,21473.37,58.345,132,26
2023-09-12T10:48:04,1452.2,65,21489.71,58.784,111,26
2023-09-12T10:48:05,1452,65,21506.07,58.95,115,26
2023-09-12T10:48:06,1452,65,21522.52,59.22,133,26
2023-09-12T10:48:07,1452,66,21539.04,59.422,124,26
2023-09-12T10:48:08,1452,66,21555.61,59.692,130,26
2023-09-12T10:48:09,1451.8,66,21572.19,59.692,131,26
2023-09-12T10:48:10,1451.8,66,21588.82,59.893,122,26
2023-09-12T10:48:11,1451.8,66,21605.53,60.127,124,26
2023-09-12T10:48:12,1451.6,66,21622.37,60.563,121,26
2023-09-12T10:48:13,1451.6,67,21639.18,60.599,121,26
2023-09-12T10:48:14,1451.6,67,21656.12,60.934,117,26
2023-09-12T10:48:15,1451.6,67,21673.04,60.966,128,26
2023-09-12T10:48:16,1451.6,67,21690.1,61.405,134,26
2023-09-12T10:48:17,1451.4,68,21707.16,61.405,139,26
2023-09-12T10:48:18,1451.6,68,21724.25,61.538,136,26
2023-09-12T10:48:19,1451.6,68,21741.38,61.672,136,26
2023-09-12T10:48:20,1451.4,68,21758.58,61.906,127,26
2023-09-12T10:48:21,1451.2,68,21775.88,62.244,127,26
2023-09-12T10:48:22,1451.4,69,21793.19,62.377,111,26
2023-09-12T10:48:23,1451.2,69,21810.7,62.95,116,26
2023-09-12T10:48:24,1451.2,69,21828.17,62.95,130,26
2023-09-12T10:48:25,1451.2,69,21845.74,63.184,100,26
2023-09-12T10:48:26,1450.8,69,21863.24,63.083,108,26
2023-09-12T10:48:27,1451,70,21880.83,63.317,119,26
2023-09-12T10:48:28,1451,70,21898.39,63.216,110,26
2023-09-12T10:48:29,1451,70,21916.09,63.72,97,26
2023-09-12T10:48:30,1450.8,70,21933.79,63.72,105,26
2023-09-12T10:48:31,1450.8,70,21951.42,63.486,94,26
2023-09-12T10:48:32,1450.6,70,21969.18,63.857,89,26
2023-09-12T10:48:33,1450.6,71,21986.98,64.159,110,26
2023-09-12T10:48:34,1450.6,71,22004.82,64.159,99,26
2023-09-12T10:48:35,1450.4,71,22022.67,64.325,98,26
2023-09-12T10:48:36,1450.4,71,22040.56,64.393,97,26
2023-09-12T10:48:37,1450.2,71,22058.52,64.663,96,26
2023-09-12T10:48:38,1450.2,72,22076.35,64.192,90,26
2023-09-12T10:48:39,1450,72,22094.24,64.393,88,26
2023-09-12T10:48:40,1450,73,22112.15,64.462,67,26
2023-09-12T10:48:41,1450,72,22130.13,64.728,64,26
2023-09-12T10:48:42,1449.8,72,22148.11,64.728,71,26
2023-09-12T10:48:43,1449.6,72,22166.31,65.534,67,26
2023-09-12T10:48:44,1449.6,73,22184.59,65.804,69,26
2023-09-12T10:48:45,1449.4,73,22202.87,65.804,83,26
2023-09-12T10:48:46,1449.2,73,22221.31,66.341,75,26
2023-09-12T10:48:47,1449,73,22239.72,66.341,82,26
2023-09-12T10:48:48,1449,73,22258.15,66.341,77,26
2023-09-12T10:48:49,1448.8,73,22276.66,66.611,76,26
2023-09-12T10:48:50,1448.8,74,22295.16,66.611,72,26
2023-09-12T10:48:51,1448.8,74,22313.74,66.877,85,26
2023-09-12T10:48:52,1448.6,74,22332.31,66.877,81,26
2023-09-12T10:48:53,1448.6,74,22350.95,67.014,84,26
2023-09-12T10:48:54,1448.4,74,22369.51,66.877,86,26
2023-09-12T10:48:55,1448.4,74,22388.16,67.147,77,26
2023-09-12T10:48:56,1448.4,74,22406.92,67.482,84,26
2023-09-12T10:48:57,1448,74,22425.59,67.216,75,26
2023-09-12T10:48:58,1447.8,74,22444.32,67.482,94,26
2023-09-12T10:48:59,1447.6,74,22463.06,67.482,97,26
2023-09-12T10:49:00,1447.6,68,22481.89,67.784,100,26
2023-09-12T10:49:01,1447.4,68,22500.8,68.054,124,26
2023-09-12T10:49:02,1447.4,68,22519.7,68.054,95,26
2023-09-12T10:49:03,1447,68,22538.69,68.357,90,26
2023-09-12T10:49:04,1447,68,22557.73,68.558,97,26
2023-09-12T10:49:05,1446.8,68,22576.91,69.03,104,26
2023-09-12T10:49:06,1446.6,69,22596.14,69.163,114,26
2023-09-12T10:49:07,1446.6,69,22615.42,69.466,114,26
2023-09-12T10:49:08,1446.2,69,22634.77,69.667,100,26
2023-09-12T10:49:09,1446.2,70,22654.27,70.135,94,26
2023-09-12T10:49:10,1446,70,22673.64,69.8,98,26
2023-09-12T10:49:11,1445.8,70,22693.09,70.034,95,26
2023-09-12T10:49:12,1445.8,70,22712.55,70.034,96,26
2023-09-12T10:49:13,1445.6,70,22732.09,70.337,91,26
2023-09-12T10:49:14,1445.4,70,22751.63,70.373,91,26
2023-09-12T10:49:15,1445.4,71,22771.14,70.236,94,26
2023-09-12T10:49:16,1445.2,71,22790.88,70.841,99,26
2023-09-12T10:49:17,1445,71,22810.43,70.607,88,26
2023-09-12T10:49:18,1445,71,22830.11,70.841,102,26
2023-09-12T10:49:19,1445,71,22849.9,71.244,111,26
2023-09-12T10:49:20,1445,71,22869.78,71.546,117,26
2023-09-12T10:49:21,1444.8,71,22889.67,71.546,105,26
2023-09-12T10:49:22,1444.8,71,22909.57,71.716,101,26
2023-09-12T10:49:23,1444.6,71,22929.58,71.95,101,26
2023-09-12T10:49:24,1444.6,71,22949.6,72.086,95,26
2023-09-12T10:49:25,1444.4,72,22969.67,72.252,106,26
2023-09-12T10:49:26,1444.2,72,22989.74,72.32,100,26
2023-09-12T10:49:27,1444,72,23009.81,72.252,93,26
2023-09-12T10:49:28,1444,72,23029.9,72.32,110,26
2023-09-12T10:49:29,1444,72,23050.18,72.994,112,26
2023-09-12T10:49:30,1443.8,72,23070.43,72.824,111,26
2023-09-12T10:49:31,1443.8,72,23090.68,72.994,110,26
2023-09-12T10:49:32,1443.8,73,23110.85,72.59,104,26
2023-09-12T10:49:33,1443.6,67,23131.07,72.655,104,26
2023-09-12T10:49:34,1443.4,65,23151.38,73.195,107,26
2023-09-12T10:49:35,1443.2,66,23171.79,73.562,125,26
2023-09-12T10:49:36,1443,66,23192.33,73.865,121,26
2023-09-12T10:49:37,1442.6,66,23212.92,74.2,133,26
2023-09-12T10:49:38,1442.4,66,23233.53,74.2,120,26
2023-09-12T10:49:39,1442,66,23254.22,74.47,122,26
2023-09-12T10:49:40,1442,66,23274.95,74.57,113,26
2023-09-12T10:49:41,1441.8,67,23295.82,75.175,128,26
2023-09-12T10:49:42,1441.6,67,23316.7,75.175,150,26
2023-09-12T10:49:43,1441.4,67,23337.65,75.445,135,26
2023-09-12T10:49:44,1441.2,67,23358.61,75.445,133,26
2023-09-12T10:49:45,1441,67,23379.6,75.546,138,26
2023-09-12T10:49:46,1440.8,67,23400.58,75.546,161,26
2023-09-12T10:49:47,1440.8,67,23421.59,75.647,147,26
2023-09-12T10:49:48,1440.6,67,23442.71,76.014,141,26
2023-09-12T10:49:49,1440.6,68,23463.81,75.949,144,26
2023-09-12T10:49:50,1440.6,68,23484.98,76.216,152,26
2023-09-12T10:49:51,1440.6,68,23506.17,76.216,140,26
2023-09-12T10:49:52,1440.4,68,23527.36,76.352,147,26
2023-09-12T10:49:53,1440.2,68,23548.62,76.554,156,26
2023-09-12T10:49:54,1440.2,68,23569.95,76.788,154,26
2023-09-12T10:49:55,1440.2,68,23591.35,76.957,145,26
2023-09-12T10:49:56,1440,69,23612.75,77.123,166,26
2023-09-12T10:49:57,1440,69,23634.22,77.224,170,26
2023-09-12T10:49:58,1439.8,69,23655.75,77.494,153,26
2023-09-12T10:49:59,1439.4,69,23677.25,77.494,155,26
2023-09-12T10:50:00,1439.2,69,23698.88,77.864,167,26
2023-09-12T10:50:01,1439,69,23720.49,77.796,174,26
2023-09-12T10:50:02,1438.8,69,23742.27,78.401,169,26
2023-09-12T10:50:03,1438.8,69,23764.1,78.502,166,26
2023-09-12T10:50:04,1438.6,70,23785.96,78.768,186,27
2023-09-12T10:50:05,1438.4,70,23807.95,79.171,196,27
2023-09-12T10:50:06,1438.2,70,23829.84,78.804,182,27
2023-09-12T10:50:07,1438.2,70,23851.84,79.207,149,27
2023-09-12T10:50:08,1438,70,23873.84,79.207,181,27
2023-09-12T10:50:09,1438.2,71,23895.92,79.474,174,27
2023-09-12T10:50:10,1437.8,71,23918.15,79.945,172,27
2023-09-12T10:50:11,1437.8,71,23940.44,80.248,162,27
2023-09-12T10:50:12,1437.6,71,23962.71,80.248,175,27
2023-09-12T10:50:13,1437.6,71,23985,80.248,163,27
2023-09-12T10:50:14,1437.6,71,24007.34,80.417,155,27
2023-09-12T10:50:15,1437.4,71,24029.77,80.683,143,27
2023-09-12T10:50:16,1437.4,72,24052.24,80.986,177,27
2023-09-12T10:50:17,1437.4,72,24074.74,80.986,157,27
2023-09-12T10:50:18,1437.2,72,24097.36,81.425,153,27
2023-09-12T10:50:19,1437.2,72,24119.98,81.425,168,27
2023-09-12T10:50:20,1437,72,24142.68,81.727,174,27
2023-09-12T10:50:21,1437,72,24165.38,81.727,151,27
2023-09-12T10:50:22,1437,72,24188.09,81.76,164,27
2023-09-12T10:50:23,1437,72,24210.75,81.558,127,27
2023-09-12T10:50:24,1436.8,73,24233.45,81.76,130,27
2023-09-12T10:50:25,1436.6,72,24256.17,81.76,143,27
2023-09-12T10:50:26,1436.4,73,24278.96,82.062,162,27
2023-09-12T10:50:27,1436.4,73,24301.75,81.961,149,27
2023-09-12T10:50:28,1436,73,24324.52,82.062,153,27
2023-09-12T10:50:29,1435.8,73,24347.34,82.062,160,27
2023-09-12T10:50:30,1435.6,73,24370.14,82.163,179,27
2023-09-12T10:50:31,1435.2,66,24393.05,82.465,178,27
2023-09-12T10:50:32,1435.2,65,24415.95,82.465,196,27
2023-09-12T10:50:33,1435,65,24439.01,83.002,185,27
2023-09-12T10:50:34,1435,65,24462.13,83.236,183,27
2023-09-12T10:50:35,1434.8,65,24485.25,83.236,164,27
2023-09-12T10:50:36,1434.6,65,24508.37,83.236,168,27
2023-09-12T10:50:37,1434.4,66,24531.5,83.171,169,27
2023-09-12T10:50:38,1434.4,66,24554.63,83.171,170,27
2023-09-12T10:50:39,1434.4,65,24577.77,83.473,187,27
2023-09-12T10:50:40,1434.2,66,24601.05,83.808,196,27
2023-09-12T10:50:41,1434,66,24623.99,82.598,192,27
2023-09-12T10:50:42,1434,66,24647.03,82.933,189,27
2023-09-12T10:50:43,1433.8,66,24670.07,82.933,155,27
2023-09-12T10:50:44,1433.4,66,24693.22,83.272,200,27
2023-09-12T10:50:45,1433.2,67,24716.31,83.203,184,27
2023-09-12T10:50:46,1433,66,24739.44,83.203,179,27
2023-09-12T10:50:47,1432.8,67,24762.62,83.506,197,27
2023-09-12T10:50:48,1432.8,67,24785.91,83.84,209,27
2023-09-12T10:50:49,1432.6,67,24809.26,84.078,188,27
2023-09-12T10:50:50,1432.6,67,24832.64,84.078,190,27
2023-09-12T10:50:51,1432.4,67,24855.97,84.078,195,27
2023-09-12T10:50:52,1432.4,68,24879.41,84.38,196,27
2023-09-12T10:50:53,1432,67,24902.91,84.614,166,27
2023-09-12T10:50:54,1431.8,68,24926.53,84.949,180,27
2023-09-12T10:50:55,1431.6,68,24950.13,84.949,179,27
2023-09-12T10:50:56,1431.2,68,24973.71,84.949,181,27
2023-09-12T10:50:57,1431,68,24997.27,84.748,175,27
2023-09-12T10:50:58,1430.8,68,25020.86,85.018,173,27
2023-09-12T10:50:59,1430.6,68,25044.48,85.018,179,27
2023-09-12T10:51:00,1430.4,68,25068.1,85.018,173,27
2023-09-12T10:51:01,1430.2,68,25091.73,85.018,165,27
2023-09-12T10:51:02,1430,68,25115.33,85.018,170,27
2023-09-12T10:51:03,1430,68,25138.94,85.018,172,27
2023-09-12T10:51:04,1429.8,68,25162.66,85.388,169,27
2023-09-12T10:51:05,1429.6,68,25186.42,85.522,192,27
2023-09-12T10:51:06,1429.6,68,25210.24,85.756,192,27
2023-09-12T10:51:07,1429.4,68,25234.08,85.756,213,27
2023-09-12T10:51:08,1429.2,69,25257.84,85.622,211,27
2023-09-12T10:51:09,1429,69,25281.67,85.756,203,27
2023-09-12T10:51:10,1429,68,25305.54,85.957,230,27
2023-09-12T10:51:11,1428.8,69,25329.42,85.957,219,27
2023-09-12T10:51:12,1428.8,69,25353.39,86.195,224,27
2023-09-12T10:51:13,1428.6,69,25377.3,86.195,216,27
2023-09-12T10:51:14,1428.6,69,25401.34,86.53,185,27
2023-09-12T10:51:15,1428.6,69,25425.4,86.53,182,27
2023-09-12T10:51:16,1428.4,70,25449.25,85.957,167,27
2023-09-12T10:51:17,1428.4,69,25473.22,86.296,167,27
2023-09-12T10:51:18,1428.2,70,25497.1,85.957,169,27
2023-09-12T10:51:19,1428.2,69,25521.35,87.199,187,27
2023-09-12T10:51:20,1428.2,69,25545.57,87.199,176,27
2023-09-12T10:51:21,1428,69,25569.77,87.199,172,27
2023-09-12T10:51:22,1427.8,70,25594.1,87.57,178,27
2023-09-12T10:51:23,1428,70,25618.32,87.134,180,27
2023-09-12T10:51:24,1427.8,69,25642.6,87.502,165,27
2023-09-12T10:51:25,1427.6,70,25666.86,87.336,139,27
2023-09-12T10:51:26,1427.6,70,25691.07,87.134,138,27
2023-09-12T10:51:27,1427.4,69,25715.4,87.502,158,27
2023-09-12T10:51:28,1427.4,70,25739.77,87.84,168,27
2023-09-12T10:51:29,1427.2,70,25764.2,87.84,174,27
2023-09-12T10:51:30,1427.2,70,25788.57,87.84,171,27
2023-09-12T10:51:31,1426.8,70,25813.07,88.106,155,27
2023-09-12T10:51:32,1426.6,70,25837.52,88.106,155,27
2023-09-12T10:51:33,1426.6,69,25862.02,88.106,147,27
2023-09-12T10:51:34,1426.2,70,25886.35,87.57,156,27
2023-09-12T10:51:35,1426,70,25910.65,87.57,161,27
2023-09-12T10:51:36,1425.8,70,25935.01,87.703,186,27
2023-09-12T10:51:37,1425.6,70,25959.34,87.57,179,27
2023-09-12T10:51:38,1425.4,69,25983.7,87.703,163,27
2023-09-12T10:51:39,1425.2,70,26008.09,87.804,146,27
2023-09-12T10:51:40,1425,69,26032.48,87.804,180,27
2023-09-12T10:51:41,1425,70,26056.89,87.804,184,27
2023-09-12T10:51:42,1425,70,26081.16,87.437,173,27
2023-09-12T10:51:43,1424.8,69,26105.37,87.066,187,27
2023-09-12T10:51:44,1424.8,70,26129.51,86.998,194,27
2023-09-12T10:51:45,1424.8,70,26153.73,87.199,194,27
2023-09-12T10:51:46,1424.8,70,26178.08,87.671,200,27
2023-09-12T10:51:47,1424.8,69,26202.37,87.336,197,27
2023-09-12T10:51:48,1424.6,70,26226.7,87.671,182,27
2023-09-12T10:51:49,1424.6,69,26250.98,87.336,187,27
2023-09-12T10:51:50,1424.6,70,26275.24,87.437,175,27
2023-09-12T10:51:51,1424.6,70,26299.53,87.437,175,27
2023-09-12T10:51:52,1424.4,69,26323.73,87.098,175,27
2023-09-12T10:51:53,1424.4,69,26348.17,87.905,192,27
2023-09-12T10:51:54,1424.4,70,26372.56,87.905,193,27
2023-09-12T10:51:55,1424.4,70,26397.09,88.276,177,27
2023-09-12T10:51:56,1424,69,26421.63,88.276,175,27
2023-09-12T10:51:57,1424,70,26446.02,87.905,170,27
2023-09-12T10:51:58,1423.6,70,26470.5,88.106,187,27
2023-09-12T10:51:59,1423.4,70,26494.97,88.106,193,27
2023-09-12T10:52:00,1423.4,69,26519.47,88.106,182,27
2023-09-12T10:52:01,1423.4,70,26544.03,88.51,200,27
2023-09-12T10:52:02,1423.2,70,26568.72,88.88,187,27
2023-09-12T10:52:03,1423,69,26593.43,88.949,179,27
2023-09-12T10:52:04,1422.8,70,26618.12,88.88,176,27
2023-09-12T10:52:05,1422.6,70,26642.85,89.014,165,27
2023-09-12T10:52:06,1422.6,70,26667.39,88.276,163,27
2023-09-12T10:52:07,1422.4,69,26691.99,88.646,187,27
2023-09-12T10:52:08,1422.2,70,26716.6,88.51,192,27
2023-09-12T10:52:09,1422.2,70,26741.16,88.51,183,27
2023-09-12T10:52:10,1422,70,26765.75,88.51,177,27
2023-09-12T10:52:11,1422,70,26790.44,88.88,179,27
2023-09-12T10:52:12,1421.8,71,26815.06,88.646,190,27
2023-09-12T10:52:13,1421.8,70,26839.77,88.949,189,27
2023-09-12T10:52:14,1421.6,71,26864.58,89.316,180,27
2023-09-12T10:52:15,1421.4,71,26889.4,89.251,197,27
2023-09-12T10:52:16,1421.2,70,26914.16,89.251,203,27
2023-09-12T10:52:17,1421,71,26939.08,89.618,196,27
2023-09-12T10:52:18,1420.8,71,26963.95,89.618,189,27
2023-09-12T10:52:19,1420.6,71,26988.87,89.719,199,27
2023-09-12T10:52:20,1420.4,71,27013.84,89.888,179,27
2023-09-12T10:52:21,1420.4,71,27038.87,90.09,194,27
2023-09-12T10:52:22,1420.2,71,27063.79,89.719,205,27
2023-09-12T10:52:23,1420,70,27088.82,90.09,199,27
2023-09-12T10:52:24,1419.8,71,27113.78,89.888,185,27
2023-09-12T10:52:25,1419.6,71,27138.81,90.09,196,27
2023-09-12T10:52:26,1419.4,70,27163.79,89.856,215,27
2023-09-12T10:52:27,1419.2,71,27188.83,90.223,227,27
2023-09-12T10:52:28,1419,71,27213.92,90.223,226,27
2023-09-12T10:52:29,1419,71,27238.96,90.223,218,27
