timestamp,altitude,heart_rate,cadence,distance,speed,power,temperature
2023-09-12T09:18:54,1450,175,,4857.32,64.627,,22
2023-09-12T09:18:56,1449.8,175,,4895.49,65.369,,22
2023-09-12T09:18:59,1449.4,175,,4953.28,66.913,,22
2023-09-12T09:19:03,1449.2,176,,5031.79,67.518,,21
2023-09-12T09:19:05,1449.2,176,,5069.53,65.905,,21
2023-09-12T09:19:08,1448.6,176,,5134.51,67.921,,21
2023-09-12T09:19:12,1448,177,,5213.37,67.784,,21
2023-09-12T09:19:15,1447.4,178,,5275.94,68.288,,21
2023-09-12T09:19:17,1447,177,,5315.98,68.994,,21
2023-09-12T09:19:20,1446.4,177,,5376.74,68.828,,21
2023-09-12T09:19:21,1446.2,177,,5396.78,70.474,,21
2023-09-12T09:19:22,1446,178,,5415.98,68.558,,21
2023-09-12T09:19:26,1445.6,178,,5491.11,68.591,,21
2023-09-12T09:19:28,1445.4,178,,5528.92,68.288,,21
2023-09-12T09:19:29,1445.2,178,,5547.28,67.752,,21
2023-09-12T09:19:33,1444.8,179,,5621.65,67.518,,21
2023-09-12T09:19:34,1444.8,179,,5640.74,68.087,,21
2023-09-12T09:19:38,1444.6,179,,5716.79,67.651,,21
2023-09-12T09:19:40,1444.4,179,,5756.16,68.389,,21
2023-09-12T09:19:43,1444,179,,5812.13,67.784,,21
2023-09-12T09:19:44,1443.8,179,,5831,67.72,,21
2023-09-12T09:19:48,1443.2,179,,5908.73,66.409,,21
2023-09-12T09:19:49,1443,179,,5928.89,68.022,,21
2023-09-12T09:19:50,1442.8,180,,5948.93,69.296,,21
2023-09-12T09:19:54,1442.4,180,,6023.93,66.676,,21
2023-09-12T09:19:57,1442.2,180,,6079.8,67.885,,21
2023-09-12T09:19:59,1441.8,180,,6119.94,67.752,,21
2023-09-12T09:20:02,1441,180,,6182.9,68.692,,21
2023-09-12T09:20:03,1440.8,180,,6204.09,68.49,,21
2023-09-12T09:20:07,1440.6,180,,6280.52,67.784,,21
2023-09-12T09:20:08,1440.6,180,,6298.78,66.611,,21
2023-09-12T09:20:10,1440.6,180,,6337.85,67.684,,21
2023-09-12T09:20:13,1440.4,180,,6398.33,68.526,,21
2023-09-12T09:20:16,1439.6,180,,6458.66,69.635,,21
2023-09-12T09:20:20,1439.4,180,,6537.3,69.264,,21
2023-09-12T09:20:21,1439.4,180,,6556.37,69.264,,21
2023-09-12T09:20:23,1439.2,180,,6594.33,67.28,,21
2023-09-12T09:20:26,1439,181,,6655.93,68.49,,21
2023-09-12T09:20:30,1438.8,180,,6731.36,67.986,,21
2023-09-12T09:20:33,1438.4,181,,6791.42,68.123,,21
2023-09-12T09:20:34,1438.4,181,,6811.12,67.684,,21
2023-09-12T09:20:35,1438.2,181,,6831.06,68.692,,21
2023-09-12T09:20:39,1437.6,181,,6908.88,67.684,,21
2023-09-12T09:20:42,1437.6,182,,6963.81,67.381,,21
2023-09-12T09:20:45,1437.2,182,,7021.13,67.046,,21
2023-09-12T09:20:46,1437,182,,7045.4,69.397,,21
2023-09-12T09:20:49,1436.6,182,,7112.79,69.736,,21
2023-09-12T09:20:52,1436.4,182,,7172.24,70.034,,21
2023-09-12T09:20:55,1436,183,,7231.75,71.244,,21
2023-09-12T09:20:59,1435.4,183,,7308.85,70.304,,21
2023-09-12T09:21:03,1435,183,,7388.04,71.413,,21
2023-09-12T09:21:04,1434.8,183,,7407.38,70.506,,21
2023-09-12T09:21:08,1434.6,184,,7485.68,69.397,,21
2023-09-12T09:21:10,1434.4,185,,7524.92,69.466,,21
2023-09-12T09:21:14,1434.2,185,,7603.37,68.728,,21
2023-09-12T09:21:16,1434,185,,7642.58,69.232,,21
2023-09-12T09:21:17,1434,185,,7661.06,68.458,,21
2023-09-12T09:21:21,1433.8,185,,7737.94,68.123,,21
2023-09-12T09:21:23,1433.6,185,,7777.73,70.103,,21
2023-09-12T09:21:27,1433,185,,7854.39,68.792,,21
2023-09-12T09:21:29,1433,185,,7892.81,67.619,,21
2023-09-12T09:21:33,1432.4,185,,7970.58,65.603,,21
2023-09-12T09:21:35,1432.2,184,,8006.35,66.744,,21
2023-09-12T09:21:38,1431.8,184,,8066.56,67.752,,21
2023-09-12T09:21:41,1431.4,184,,8124.02,67.921,,21
2023-09-12T09:21:45,1431,185,,8199.2,67.349,,21
2023-09-12T09:21:48,1430.8,185,,8262.34,66.744,,21
2023-09-12T09:21:52,1430.4,186,,8339.05,68.76,,21
2023-09-12T09:21:54,1430.2,186,,8377.73,67.784,,21
2023-09-12T09:21:56,1430,186,,8423.39,68.256,,21
2023-09-12T09:21:59,1429.8,183,,8485.69,67.216,,21
2023-09-12T09:22:00,1429.8,183,,8505.16,68.155,,21
2023-09-12T09:22:04,1429.6,181,,8579.68,65.57,,21
2023-09-12T09:22:05,1429.6,181,,8596.76,64.526,,21
2023-09-12T09:22:09,1429,180,,8667.09,62.345,,21
2023-09-12T09:22:12,1428.8,177,,8720.22,61.268,,21
2023-09-12T09:22:16,1428.8,175,,8786.42,60.397,,21
2023-09-12T09:22:17,1428.6,175,,8803.23,60.059,,21
2023-09-12T09:22:20,1428.2,174,,8851.89,55.66,,21
2023-09-12T09:22:22,1427.8,173,,8882.75,55.458,,21
2023-09-12T09:22:27,1427,173,,8950.71,49.748,,21
2023-09-12T09:22:28,1426.8,172,,8963.11,48.841,,21
2023-09-12T09:22:33,1426.2,172,,9028.29,49.511,,21
2023-09-12T09:22:34,1426,172,,9041.99,48.236,,21
2023-09-12T09:22:39,1425.8,173,,9105.88,47.462,,21
2023-09-12T09:22:41,1425.6,174,,9133.1,46.523,,21
2023-09-12T09:22:46,1425.6,174,,9198.92,46.253,,21
2023-09-12T09:22:48,1425.6,175,,9225.47,47.196,,21
2023-09-12T09:22:53,1425.6,173,,9291.27,45.212,,21
2023-09-12T09:22:58,1425.4,172,,9356.61,40.039,,21
2023-09-12T09:22:59,1425.4,171,,9368,38.192,,21
2023-09-12T09:23:00,1425.2,171,,9377.44,36.612,,21
2023-09-12T09:23:04,1424.8,169,,9403.34,24.656,,21
2023-09-12T09:23:05,1424.6,169,,9404.58,19.346,,21
2023-09-12T09:23:07,1424.4,169,,9410.55,17.197,,21
2023-09-12T09:23:08,1424.2,168,,9414.94,16.427,,21
2023-09-12T09:23:11,1423.6,167,,9423.92,11.52,,21
2023-09-12T09:23:14,1423,166,,9427.58,5.81,,21
2023-09-12T09:23:15,1422.6,165,,9427.96,3.863,,21
2023-09-12T09:23:17,1422.4,164,,9427.96,0,,21
